,index,incident_id,incident_date,state,city_county,street_address,killed,injured,full_address,lat,long
335,1509,1922354,"February 6, 2021",Washington,Tacoma,3634 E McKinley Ave,1,3,"3634 E McKinley Ave, Tacoma Washington",47.2251837,-122.4211963
336,1511,1924951,"February 5, 2021",Mississippi,Benoit,1017 Lake Bolivar Rd,3,1,"1017 Lake Bolivar Rd, Benoit Mississippi",33.6596266,-91.0540309
337,1515,1917918,"February 2, 2021",Florida,Fort Lauderdale (Sunrise),10100 Reflections Blvd W,3,3,"10100 Reflections Blvd W, Fort Lauderdale (Sunrise) Florida",26.1779789,-80.28929339999999
338,1524,1910619,"January 24, 2021",Nevada,Las Vegas,W Wilson Ave and H St,0,5,"W Wilson Ave and H St, Las Vegas Nevada",36.1781985,-115.151847
339,1525,1909849,"January 22, 2021",Kentucky,Covington,217 E Martin Luther King Jr Blvd,0,5,"217 E Martin Luther King Jr Blvd, Covington Kentucky",39.0781504,-84.5045143
340,1526,1908542,"January 21, 2021",California,Oakland,107th Ave and Apricot St,1,3,"107th Ave and Apricot St, Oakland California",37.7351411,-122.1720888
341,1534,1897878,"January 9, 2021",Texas,Houston,5828 Martin Luther King Blvd,1,3,"5828 Martin Luther King Blvd, Houston Texas",29.6963386,-95.3378041
342,1537,1896252,"January 6, 2021",Virginia,Manassas,10010 Ellis Rd,3,3,"10010 Ellis Rd, Manassas Virginia",38.7374352,-77.42864589999999
343,1539,1894979,"January 4, 2021",Florida,Tampa,1225 S 78th St,0,5,"1225 S 78th St, Tampa Florida",27.9367999,-82.3690376
344,1540,1894941,"January 4, 2021",Florida,Fort Lauderdale (Lauderhill),1828 NW 38th Ave,0,7,"1828 NW 38th Ave, Fort Lauderdale (Lauderhill) Florida",26.1488122,-80.1995457
345,1541,1893953,"January 3, 2021",Oregon,Gresham,NE 181st Ave and NE San Rafael St,0,4,"NE 181st Ave and NE San Rafael St, Gresham Oregon",45.5371044,-122.4772596
